City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
282,Dingle,10.9995,122.6711,80.08,85,99,9.95,PH,2022-06-28 23:51:06
283,Paita,-5.0892,-81.1144,64.98,78,0,14.56,PE,2022-06-28 23:51:07
284,Parabel,58.6978,81.4825,55.38,85,100,8.37,RU,2022-06-28 23:51:08
285,Karpathos,35.507,27.2132,75.16,73,0,17.27,GR,2022-06-28 23:51:08
286,Krasnozerskoye,53.9828,79.2374,57.9,62,11,10.45,RU,2022-06-28 23:51:09
287,Thinadhoo,0.5333,72.9333,82.44,74,90,5.97,MV,2022-06-28 23:51:10
288,The Valley,18.217,-63.0578,82.54,74,40,16.11,AI,2022-06-28 23:50:09
289,Ierapetra,35.01,25.7353,79.14,54,0,15.01,GR,2022-06-28 23:51:11
290,Banjar,-8.19,114.9675,77.38,81,72,6.71,ID,2022-06-28 23:51:12
291,Carauari,-4.8828,-66.8958,79.02,75,100,0.63,BR,2022-06-28 23:51:13
292,Altar,30.7,-111.8167,85.95,51,37,30.58,MX,2022-06-28 23:51:15
293,Weligama,5.9667,80.4167,78.89,85,12,13.0,LK,2022-06-28 23:51:15
294,Mount Isa,-20.7333,139.5,62.37,31,100,9.22,AU,2022-06-28 23:51:16
295,Wanaka,-44.7,169.15,47.1,69,74,4.5,NZ,2022-06-28 23:51:17
296,Tomatlan,19.9333,-105.25,86.27,62,50,4.43,MX,2022-06-28 23:51:17
297,Verkhnyaya Inta,65.9811,60.3094,39.83,67,39,5.75,RU,2022-06-28 23:51:18
298,Camacha,33.0833,-16.3333,63.82,72,20,14.97,PT,2022-06-28 23:51:18
299,Ambilobe,-13.2,49.05,64.15,64,13,6.11,MG,2022-06-28 23:51:20
300,Hanyang,32.1371,105.5126,73.87,65,26,3.53,CN,2022-06-28 23:51:20
301,Andenes,69.3143,16.1194,66.18,72,21,10.36,NO,2022-06-28 23:50:20
302,Lumeje,-11.55,20.7833,54.63,68,54,9.31,AO,2022-06-28 23:51:22
303,Great Yarmouth,52.6083,1.7305,61.02,82,65,9.17,GB,2022-06-28 23:46:55
304,Jumla,29.2747,82.1838,64.87,97,100,1.74,NP,2022-06-28 23:48:09
305,Puerto Palomas,31.7667,-107.6167,80.89,37,100,7.49,MX,2022-06-28 23:51:24
306,Constitucion,-35.3333,-72.4167,52.77,78,100,1.72,CL,2022-06-28 23:51:25
307,Boyabat,41.4689,34.7667,61.97,93,100,0.22,TR,2022-06-28 23:51:25
308,Prince Rupert,54.3161,-130.3201,58.69,90,100,5.75,CA,2022-06-28 23:51:26
309,Abu Dhabi,24.4667,54.3667,89.71,77,39,2.3,AE,2022-06-28 23:46:55
310,Houma,29.5958,-90.7195,82.0,85,99,8.03,US,2022-06-28 23:50:05
311,Kayerkan,69.3497,87.7602,51.53,76,100,9.98,RU,2022-06-28 23:51:27
312,Kaura Namoda,12.5898,6.5779,79.95,50,94,9.51,NG,2022-06-28 23:51:28
313,Opuwo,-18.0607,13.84,56.52,48,0,15.12,NA,2022-06-28 23:51:28
314,Raiwind,31.2544,74.2178,91.51,36,0,7.25,PK,2022-06-28 23:51:29
315,Bonavista,48.6499,-53.1147,59.67,89,63,15.41,CA,2022-06-28 23:51:29
316,Yorosso,12.3536,-4.7761,81.45,62,70,7.11,ML,2022-06-28 23:51:29
317,Vicente Guerrero,19.1194,-98.1708,62.98,68,99,4.92,MX,2022-06-28 23:51:30
318,Half Moon Bay,37.4636,-122.4286,88.88,62,0,23.02,US,2022-06-28 23:51:31
319,Hasaki,35.7333,140.8333,86.29,75,91,9.95,JP,2022-06-28 23:51:31
320,Topolobampo,25.6,-109.05,91.51,46,44,17.11,MX,2022-06-28 23:51:32
321,Lagoa,39.05,-27.9833,65.86,94,100,10.51,PT,2022-06-28 23:51:32
322,Ankang,32.68,109.0172,79.27,62,23,1.14,CN,2022-06-28 23:51:33
323,Brigantine,39.4101,-74.3646,73.6,66,0,5.75,US,2022-06-28 23:51:33
324,Neiafu,-18.65,-173.9833,83.08,83,40,10.36,TO,2022-06-28 23:51:34
325,Hay River,60.8156,-115.7999,73.36,37,75,6.91,CA,2022-06-28 23:51:34
326,Omsukchan,62.5333,155.8,74.97,42,3,9.73,RU,2022-06-28 23:51:34
327,Miri,4.4148,114.0089,77.14,94,20,3.44,MY,2022-06-28 23:52:35
328,Beloha,-25.1667,45.05,62.38,67,25,12.1,MG,2022-06-28 23:52:35
329,Lavrentiya,65.5833,-171.0,47.41,85,99,17.0,RU,2022-06-28 23:52:36
330,Nicoya,10.1483,-85.452,76.55,88,75,3.71,CR,2022-06-28 23:52:36
331,Namibe,-15.1961,12.1522,66.74,72,9,2.73,AO,2022-06-28 23:52:37
332,Bismarck,46.8083,-100.7837,82.24,43,0,11.5,US,2022-06-28 23:50:08
333,Arvika,59.6553,12.5852,52.41,92,0,2.44,SE,2022-06-28 23:52:38
334,Sterling,39.0062,-77.4286,77.0,57,75,5.01,US,2022-06-28 23:49:22
335,Angoche,-16.2325,39.9086,71.91,80,59,7.67,MZ,2022-06-28 23:52:38
336,Los Llanos De Aridane,28.6585,-17.9182,65.95,77,100,21.85,ES,2022-06-28 23:49:12
337,Zambezi,-13.5432,23.1047,48.43,87,46,5.7,ZM,2022-06-28 23:52:39
338,Lake City,30.1897,-82.6393,85.78,88,100,12.66,US,2022-06-28 23:52:39
339,Kamina,-8.7386,24.9906,55.13,64,71,5.82,CD,2022-06-28 23:52:40
340,Monrovia,6.3005,-10.7969,77.63,85,100,4.99,LR,2022-06-28 23:50:40
341,Fortuna,40.5982,-124.1573,69.93,69,15,7.0,US,2022-06-28 23:52:41
342,Kigoma,-4.8769,29.6267,70.56,71,52,2.35,TZ,2022-06-28 23:52:41
343,San Juan De Betulia,9.2735,-75.241,75.36,92,51,7.54,CO,2022-06-28 23:52:42
344,Sabang,5.8933,95.3214,83.14,70,100,22.55,ID,2022-06-28 23:48:56
345,Puerto Ayacucho,5.6639,-67.6236,74.97,87,84,0.81,VE,2022-06-28 23:52:42
346,Quatre Cocos,-20.2078,57.7625,67.08,61,57,19.24,MU,2022-06-28 23:52:43
347,Pantai Remis,4.4557,100.6288,77.02,86,81,2.73,MY,2022-06-28 23:52:43
348,Jackson,42.4165,-122.8345,87.93,18,0,10.36,US,2022-06-28 23:52:43
349,Uglovskoye,51.3557,80.1942,67.15,38,2,16.78,RU,2022-06-28 23:52:44
350,Katsuura,35.1333,140.3,79.54,80,77,18.37,JP,2022-06-28 23:50:32
351,Klaksvik,62.2266,-6.589,52.72,97,100,22.39,FO,2022-06-28 23:51:16
352,Shahr-E Babak,30.1165,55.1186,79.47,15,4,6.85,IR,2022-06-28 23:52:45
353,Haines Junction,60.7522,-137.5108,78.75,29,72,2.3,CA,2022-06-28 23:52:45
354,Ranong,9.9658,98.6348,76.93,84,88,7.81,TH,2022-06-28 23:52:45
355,Longyearbyen,78.2186,15.6401,46.24,81,100,2.3,SJ,2022-06-28 23:47:48
356,Oksfjord,70.2396,22.3479,69.98,66,1,10.76,NO,2022-06-28 23:52:46
357,Bathsheba,13.2167,-59.5167,81.21,89,75,29.93,BB,2022-06-28 23:52:46
358,Nechi,8.0942,-74.7757,74.41,97,59,1.57,CO,2022-06-28 23:52:47
359,Puerto Leguizamo,-0.1934,-74.7819,75.11,85,48,2.37,CO,2022-06-28 23:52:47
360,Deputatskiy,69.3,139.9,39.92,67,67,7.85,RU,2022-06-28 23:52:48
361,Marshall,34.3834,-86.3333,89.58,67,100,15.01,US,2022-06-28 23:52:48
362,Pangai,-19.8,-174.35,82.51,83,20,4.61,TO,2022-06-28 23:52:49
363,Antofagasta,-23.65,-70.4,67.21,64,13,7.92,CL,2022-06-28 23:52:18
364,Palauig,15.435,119.9045,77.68,91,100,12.53,PH,2022-06-28 23:50:30
365,Puerto Gaitan,4.3133,-72.0816,77.32,80,86,7.94,CO,2022-06-28 23:52:50
366,Oum Hadjer,13.2954,19.6966,75.65,70,96,10.92,TD,2022-06-28 23:52:50
367,Acapulco,16.8634,-99.8901,83.17,75,93,4.25,MX,2022-06-28 23:50:49
368,Santa Rosalia,27.3167,-112.2833,88.93,47,2,0.85,MX,2022-06-28 23:52:51
369,Margara,40.0335,44.1771,75.31,46,12,5.17,AM,2022-06-28 23:52:51
370,Mareeba,-17.0,145.4333,69.44,82,95,7.65,AU,2022-06-28 23:52:51
371,Mtwango,-9.0167,34.8,46.24,92,4,8.41,TZ,2022-06-28 23:52:52
372,Harper,4.375,-7.7169,76.91,85,33,5.39,LR,2022-06-28 23:52:52
373,Axim,4.8699,-2.2405,76.42,91,52,5.32,GH,2022-06-28 23:53:53
374,Quime,-16.9833,-67.2167,47.55,70,26,2.21,BO,2022-06-28 23:53:53
375,Port Augusta,-32.5,137.7667,52.56,36,100,7.09,AU,2022-06-28 23:53:53
376,Taoudenni,22.6783,-3.9836,102.38,8,31,14.07,ML,2022-06-28 23:53:54
377,Bandar,2.05,99.75,72.99,87,69,2.86,ID,2022-06-28 23:53:54
378,Ust-Omchug,61.15,149.6333,68.18,51,11,12.68,RU,2022-06-28 23:53:55
379,Kaniama,-7.5667,24.1833,63.41,52,84,5.57,CD,2022-06-28 23:53:55
380,Nanchang,28.6833,115.8833,77.11,95,93,4.88,CN,2022-06-28 23:53:56
381,San Quintin,30.4833,-115.95,76.93,60,1,9.91,MX,2022-06-28 23:53:56
382,Ialibu,-6.2821,143.9935,68.16,44,78,2.89,PG,2022-06-28 23:53:56
383,Daru,-9.0763,143.2092,80.01,88,83,12.93,PG,2022-06-28 23:53:57
384,Labuhan,-6.8844,112.2051,75.96,75,75,14.74,ID,2022-06-28 23:53:57
385,San Pedro,14.35,121.0167,82.35,83,75,3.44,PH,2022-06-28 23:53:58
386,San Carlos,9.6612,-68.5827,75.06,89,21,1.41,VE,2022-06-28 23:53:58
387,Cabo San Lucas,22.8909,-109.9124,94.6,69,100,11.48,MX,2022-06-28 23:51:41
388,Tautira,-17.7333,-149.15,78.39,78,15,18.88,PF,2022-06-28 23:53:59
389,Zaraysk,54.7653,38.8836,50.11,75,0,5.88,RU,2022-06-28 23:53:59
390,Mae Sot,16.7167,98.5667,75.42,100,40,3.44,TH,2022-06-28 23:54:00
391,Port Moresby,-9.4431,147.1797,81.82,74,20,3.44,PG,2022-06-28 23:54:00
392,Aksarka,66.5606,67.7975,43.18,44,19,19.28,RU,2022-06-28 23:54:01
393,Naica,27.85,-105.4833,90.5,18,64,7.9,MX,2022-06-28 23:54:01
394,Provideniya,64.3833,-173.3,42.91,93,100,11.18,RU,2022-06-28 23:54:02
395,Polonnaruwa,7.9333,81.0,78.93,70,6,9.62,LK,2022-06-28 23:54:02
396,Kisangani,0.5167,25.2,68.4,91,100,1.74,CD,2022-06-28 23:54:03
397,Khalkhal,37.6189,48.5258,58.39,74,0,5.39,IR,2022-06-28 23:54:03
398,Safita,34.8205,36.1153,69.64,66,0,0.85,SY,2022-06-28 23:54:04
399,Karksi-Nuia,58.1033,25.5628,66.78,96,66,4.83,EE,2022-06-28 23:54:04
400,Palmer,42.1584,-72.3287,71.26,64,28,4.25,US,2022-06-28 23:53:24
401,Teguldet,57.3064,88.1667,57.61,80,88,6.11,RU,2022-06-28 23:54:05
402,Milkovo,54.7167,158.6167,72.54,43,18,0.85,RU,2022-06-28 23:54:05
403,Penticton,49.4806,-119.5858,77.74,82,75,8.05,CA,2022-06-28 23:54:07
404,Bilibino,68.0546,166.4372,62.87,88,100,8.48,RU,2022-06-28 23:54:08
405,Ratnagiri,16.9833,73.3,79.95,87,86,9.55,IN,2022-06-28 23:54:08
406,Santa Cruz,-17.8,-63.1667,65.66,59,75,17.27,BO,2022-06-28 23:53:27
407,Barguzin,53.6167,109.6167,74.95,47,29,6.06,RU,2022-06-28 23:54:09
408,Sao Gabriel Da Cachoeira,-0.1303,-67.0892,74.39,92,89,1.92,BR,2022-06-28 23:54:09
409,Ola,59.5833,151.2833,68.14,83,49,7.02,RU,2022-06-28 23:54:10
410,Chegdomyn,51.1167,133.0167,73.78,62,45,2.24,RU,2022-06-28 23:54:11
411,Kalga,50.9251,118.898,80.6,42,14,4.83,RU,2022-06-28 23:54:12
412,Biskamzha,53.4497,89.5272,55.92,74,38,1.07,RU,2022-06-28 23:54:12
413,Mogadishu,2.0371,45.3438,76.89,79,75,18.1,SO,2022-06-28 23:54:12
414,Huangchuan,32.1272,115.0394,84.34,76,0,10.2,CN,2022-06-28 23:54:13
415,Acarau,-2.8856,-40.12,78.04,80,42,13.8,BR,2022-06-28 23:54:13
416,Imbituba,-28.24,-48.6703,67.86,98,18,6.24,BR,2022-06-28 23:54:14
417,Pacsa,46.7198,17.014,70.99,94,0,1.14,HU,2022-06-28 23:54:14
418,Teguise,29.0605,-13.564,66.42,64,75,18.41,ES,2022-06-28 23:49:20
419,Ballina,-28.8667,153.5667,58.01,95,98,4.54,AU,2022-06-28 23:55:15
420,Barcelos,41.5388,-8.6151,61.84,94,63,2.68,PT,2022-06-28 23:55:15
421,Bartica,6.4,-58.6167,77.32,98,96,1.28,GY,2022-06-28 23:55:16
422,Uvinza,-5.1036,30.3911,62.53,68,96,3.06,TZ,2022-06-28 23:55:17
423,Grand-Lahou,5.1367,-5.0242,77.23,88,99,7.61,CI,2022-06-28 23:55:17
424,Gambela,8.25,34.5833,70.09,90,100,5.08,ET,2022-06-28 23:55:18
425,Norman Wells,65.282,-126.8329,82.44,32,75,12.66,CA,2022-06-28 23:55:19
426,Izacic,44.875,15.7819,67.37,89,91,1.39,BA,2022-06-28 23:55:19
427,Itabira,-19.6192,-43.2269,53.8,86,0,2.51,BR,2022-06-28 23:55:20
428,Sambava,-14.2667,50.1667,69.84,73,90,19.44,MG,2022-06-28 23:55:21
429,Davidson,36.1501,-86.7833,82.85,40,98,11.01,US,2022-06-28 23:51:38
430,Menongue,-14.6585,17.691,50.49,71,27,8.19,AO,2022-06-28 23:55:22
431,Nalut,30.3333,10.85,94.86,13,94,10.29,LY,2022-06-28 23:55:22
432,Atlantic City,39.3643,-74.4229,72.01,69,50,8.28,US,2022-06-28 23:55:22
433,Riihimaki,60.7377,24.7773,67.55,69,51,8.3,FI,2022-06-28 23:55:23
434,Karratha,-20.7377,116.8463,65.79,37,0,18.57,AU,2022-06-28 23:55:24
435,Lakes Entrance,-37.8811,147.981,48.96,53,85,3.27,AU,2022-06-28 23:55:25
436,Palmas,-10.2128,-48.3603,76.87,61,0,5.75,BR,2022-06-28 23:55:26
437,Kemin,42.7846,75.6892,67.86,54,11,8.39,KG,2022-06-28 23:55:26
438,Luena,-11.7833,19.9167,51.69,71,57,8.37,AO,2022-06-28 23:55:26
439,Dunedin,-45.8742,170.5036,47.8,61,96,4.0,NZ,2022-06-28 23:51:36
440,Yershov,51.3513,48.2766,50.67,75,0,7.16,RU,2022-06-28 23:55:27
441,Abu Zabad,12.35,29.25,74.26,70,96,4.54,SD,2022-06-28 23:55:28
442,Buala,-8.145,159.5921,84.13,69,50,10.74,SB,2022-06-28 23:50:43
443,Phibun Mangsahan,15.2447,105.2291,80.58,79,79,6.78,TH,2022-06-28 23:55:28
444,Tomigusuku,26.185,127.675,85.77,76,20,18.41,JP,2022-06-28 23:55:29
445,Denpasar,-8.65,115.2167,74.86,94,75,4.61,ID,2022-06-28 23:53:28
446,Havre-Saint-Pierre,50.2334,-63.5986,59.36,72,0,19.57,CA,2022-06-28 23:55:30
447,Paragominas,-2.9667,-47.4833,76.48,68,80,3.56,BR,2022-06-28 23:53:29
448,Bulgan,48.8125,103.5347,67.84,63,98,1.59,MN,2022-06-28 23:55:30
449,Mount Gambier,-37.8333,140.7667,45.7,62,31,10.78,AU,2022-06-28 23:51:45
450,Roald,62.5833,6.1333,58.33,94,75,6.91,NO,2022-06-28 23:55:31
451,Saint-Augustin,51.226,-58.6502,62.2,61,84,14.74,CA,2022-06-28 23:55:31
452,Quelimane,-17.8786,36.8883,71.55,78,75,9.22,MZ,2022-06-28 23:55:32
453,Ilam,26.9167,87.9167,68.58,99,100,2.62,NP,2022-06-28 23:55:32
454,Mayor Pablo Lagerenza,-19.9309,-60.7718,60.58,78,25,9.01,PY,2022-06-28 23:55:33
455,Ihosy,-22.4,46.1167,53.11,78,14,15.26,MG,2022-06-28 23:55:33
456,Ocala,29.1872,-82.1401,87.94,69,85,1.01,US,2022-06-28 23:50:50
457,Port Pirie,-33.1833,138.0167,53.83,43,100,11.43,AU,2022-06-28 23:55:34
458,Leninskiy,54.2781,37.4558,53.67,68,13,6.62,RU,2022-06-28 23:55:34
459,Altamont,42.2068,-121.7372,81.77,19,0,8.99,US,2022-06-28 23:55:35
460,Lakeway,30.3638,-97.9796,90.82,55,70,7.0,US,2022-06-28 23:55:35
461,Cabinda,-5.55,12.2,70.97,92,10,3.62,AO,2022-06-28 23:55:36
462,Olafsvik,64.8945,-23.7142,49.33,86,11,8.7,IS,2022-06-28 23:55:36
463,Seoul,37.5683,126.9778,78.4,88,100,17.27,KR,2022-06-28 23:55:36
464,Manzanillo,20.3433,-77.1167,79.18,79,47,4.36,CU,2022-06-28 23:55:37
465,Batagay,67.6333,134.6333,51.24,49,25,2.75,RU,2022-06-28 23:56:37
466,Granadilla De Abona,28.1188,-16.576,65.82,74,75,10.36,ES,2022-06-28 23:56:38
467,Vila Velha,-20.3297,-40.2925,67.95,86,0,4.61,BR,2022-06-28 23:56:38
468,Teeli,51.0333,90.2333,61.21,74,64,1.14,RU,2022-06-28 23:56:39
469,San Andres,12.5847,-81.7006,84.22,79,40,12.66,CO,2022-06-28 23:56:39
470,Ghanzi,-21.5667,21.7833,52.84,62,73,11.86,BW,2022-06-28 23:56:40
471,Xapuri,-10.6517,-68.5044,75.22,57,25,0.51,BR,2022-06-28 23:56:40
472,Sugbongcogon,8.9553,124.7853,80.8,76,100,5.03,PH,2022-06-28 23:56:40
473,Fort Nelson,58.8053,-122.7002,78.39,31,40,5.75,CA,2022-06-28 23:56:41
474,Kichera,55.9375,110.0997,77.56,51,74,2.04,RU,2022-06-28 23:56:41
475,Metro,-5.1131,105.3067,73.02,91,90,6.46,ID,2022-06-28 23:56:42
476,La Reforma,25.0833,-108.05,88.52,58,24,9.55,MX,2022-06-28 23:56:42
477,Kenai,60.5544,-151.2583,73.02,82,40,6.08,US,2022-06-28 23:56:43
478,Ziniare,12.5822,-1.2983,86.04,56,58,10.58,BF,2022-06-28 23:56:43
479,Pasan,22.85,82.2,80.76,72,100,4.41,IN,2022-06-28 23:56:44
480,Shingu,33.7333,135.9833,84.49,63,57,6.17,JP,2022-06-28 23:56:44
481,Trelew,-43.249,-65.3051,54.95,51,97,17.81,AR,2022-06-28 23:56:45
482,Mykhaylivka,47.2724,35.2224,67.46,64,42,6.96,UA,2022-06-28 23:56:45
483,Rio Grande,-32.035,-52.0986,50.11,93,100,19.22,BR,2022-06-28 23:56:46
484,Balaghat,21.8,80.1833,79.07,87,99,2.73,IN,2022-06-28 23:56:46
485,Fallon,39.4735,-118.7774,95.45,11,12,30.65,US,2022-06-28 23:56:47
486,Det Udom,14.906,105.0784,80.42,79,81,4.97,TH,2022-06-28 23:56:47
487,Buin,-33.7333,-70.75,56.73,52,100,2.66,CL,2022-06-28 23:53:53
488,Kraksaan,-7.7585,113.3962,77.05,69,45,9.37,ID,2022-06-28 23:56:48
489,Rio Gallegos,-51.6226,-69.2181,37.45,87,100,6.91,AR,2022-06-28 23:56:48
490,Tashara,55.5195,83.5094,55.78,81,45,5.08,RU,2022-06-28 23:56:48
491,Muros,42.7762,-9.0603,61.09,93,99,7.07,ES,2022-06-28 23:56:49
492,Nouakchott,18.0858,-15.9785,76.93,67,96,21.16,MR,2022-06-28 23:55:55
493,Boralday,43.3578,76.8594,69.66,60,75,6.71,KZ,2022-06-28 23:56:49
494,Westerland,54.9079,8.3033,57.22,88,1,6.91,DE,2022-06-28 23:56:50
495,Sinfra,6.6167,-5.9167,71.53,99,92,2.98,CI,2022-06-28 23:56:50
496,Rojhan,28.6868,69.9534,92.23,51,99,14.9,PK,2022-06-28 23:56:51
497,Skagen,57.7209,10.5839,58.87,82,10,8.68,DK,2022-06-28 23:56:51
498,Wewak,-3.5534,143.6268,81.9,70,100,7.29,PG,2022-06-28 23:56:51
499,Port Hawkesbury,45.6169,-61.3485,67.91,94,100,6.91,CA,2022-06-28 23:56:52
500,Novobiryusinskiy,56.9578,97.7076,61.16,67,51,3.76,RU,2022-06-28 23:56:52
501,Bilma,18.6853,12.9164,90.09,13,0,6.46,NE,2022-06-28 23:56:53
502,Ulaanbaatar,47.9077,106.8832,64.53,59,0,0.0,MN,2022-06-28 23:54:23
503,Bandarbeyla,9.4942,50.8122,78.55,69,85,32.55,SO,2022-06-28 23:56:53
504,Pyu,18.4833,96.4333,76.3,95,100,3.15,MM,2022-06-28 23:56:54
505,Dolgorukovo,52.3195,38.3453,57.13,85,10,6.26,RU,2022-06-28 23:56:54
506,Somerset East,-32.7217,25.588,53.73,29,0,6.02,ZA,2022-06-28 23:56:55
507,Kaka,37.3482,59.6143,90.81,14,0,2.98,TM,2022-06-28 23:56:55
508,Aden,12.7794,45.0367,86.29,80,100,9.89,YE,2022-06-28 23:56:55
509,Kaberamaido,1.7389,33.1594,65.93,82,39,4.7,UG,2022-06-28 23:56:56
510,Gerede,40.8008,32.1969,50.02,96,97,0.92,TR,2022-06-28 23:56:56
511,Bow Island,49.8668,-111.3684,83.48,39,44,14.97,CA,2022-06-28 23:56:57
512,Sobolevo,54.4299,31.8996,64.26,91,97,5.26,RU,2022-06-28 23:57:57
513,Aklavik,68.2191,-135.0107,71.6,64,75,5.75,CA,2022-06-28 23:57:57
514,Talaya,61.3833,152.75,76.35,40,5,15.73,RU,2022-06-28 23:57:58
515,Pokaran,26.9167,71.9167,88.11,59,100,18.63,IN,2022-06-28 23:57:58
516,Araouane,18.9048,-3.5265,92.55,27,52,9.75,ML,2022-06-28 23:57:59
517,Kota Belud,6.351,116.4305,80.51,77,99,5.21,MY,2022-06-28 23:57:59
518,Mumbwa,-14.9783,27.0619,54.7,75,89,8.28,ZM,2022-06-28 23:58:00
519,Aldan,58.6031,125.3894,72.77,54,4,2.98,RU,2022-06-28 23:58:00
520,Libres,19.4667,-97.6833,60.46,76,97,7.78,MX,2022-06-28 23:58:00
521,Can,40.0333,27.0524,63.0,82,19,1.23,TR,2022-06-28 23:58:01
522,Tuatapere,-46.1333,167.6833,47.8,86,99,7.31,NZ,2022-06-28 23:58:01
523,Bubaque,11.2833,-15.8333,77.43,90,100,9.73,GW,2022-06-28 23:58:02
524,Kamalia,30.7333,72.65,97.23,23,4,7.85,PK,2022-06-28 23:58:03
525,Shitanjing,39.2342,106.3439,67.08,55,0,5.64,CN,2022-06-28 23:58:03
526,Hami,42.8,93.45,85.6,24,60,12.86,CN,2022-06-28 23:58:11
527,Fairbanks,64.8378,-147.7164,75.6,43,100,10.36,US,2022-06-28 23:56:45
528,Takoradi,4.8845,-1.7554,76.15,91,37,5.46,GH,2022-06-28 23:58:12
529,Pacifica,37.6138,-122.4869,85.21,71,0,17.27,US,2022-06-28 23:58:03
530,Lerwick,60.1545,-1.1494,55.4,87,98,23.24,GB,2022-06-28 23:58:13
531,Garissa,-0.4536,39.6401,74.82,75,85,17.67,KE,2022-06-28 23:58:13
532,Vardo,70.3705,31.1107,69.78,64,26,18.41,NO,2022-06-28 23:58:14
533,Vila Franca Do Campo,37.7167,-25.4333,70.2,94,87,4.97,PT,2022-06-28 23:58:15
534,Murray Bridge,-35.1167,139.2667,56.12,46,100,10.02,AU,2022-06-28 23:58:15
535,Nemuro,43.3236,145.575,52.21,99,100,15.79,JP,2022-06-28 23:58:16
536,San Policarpo,12.1791,125.5072,80.67,76,100,4.74,PH,2022-06-28 23:58:17
537,Kieta,-6.2167,155.6333,84.7,67,95,7.02,PG,2022-06-28 23:58:17
538,Lubbock,33.6001,-101.8338,82.15,50,99,4.0,US,2022-06-28 23:53:36
539,Mitsamiouli,-11.3847,43.2844,75.76,70,8,11.88,KM,2022-06-28 23:58:18
540,Ayan,56.45,138.1667,52.75,89,82,4.21,RU,2022-06-28 23:58:19
541,Vila,42.0304,-8.1588,52.68,87,20,0.6,PT,2022-06-28 23:58:19
542,Porangatu,-13.4408,-49.1486,71.49,37,0,2.33,BR,2022-06-28 23:55:55
543,Vila Do Maio,15.1333,-23.2167,74.19,82,77,18.48,CV,2022-06-28 23:58:20
544,Grand Gaube,-20.0064,57.6608,67.37,76,39,3.0,MU,2022-06-28 23:58:20
545,Viedma,-40.8135,-62.9967,57.78,33,99,21.77,AR,2022-06-28 23:58:21
546,Bikaner,28.0167,73.3,91.67,52,96,21.47,IN,2022-06-28 23:58:21
547,Mackenzie,55.2999,-123.1698,70.02,52,20,10.36,CA,2022-06-28 23:55:07
548,Yarada,17.65,83.2667,80.92,94,40,2.3,IN,2022-06-28 23:58:22
549,Otjimbingwe,-22.35,16.1333,54.86,60,13,10.54,NA,2022-06-28 23:58:23
550,Profitis Ilias,35.2056,25.0999,75.27,72,0,18.41,GR,2022-06-28 23:58:23
551,Troitskoye,52.9821,84.6757,57.15,78,50,6.85,RU,2022-06-28 23:58:24
552,College,64.8569,-147.8028,75.58,48,81,3.0,US,2022-06-28 23:58:24
553,Muisne,0.6,-80.0333,75.02,85,90,5.99,EC,2022-06-28 23:58:25
554,Debno,52.739,14.698,63.34,80,27,6.85,PL,2022-06-28 23:58:25
555,Vallenar,-28.5708,-70.7581,64.54,19,0,3.65,CL,2022-06-28 23:58:26
556,Wad Madani,14.4012,33.5199,83.7,48,84,9.13,SD,2022-06-28 23:58:26
557,Tabuk,17.4189,121.4443,77.11,92,100,6.04,PH,2022-06-28 23:58:26
558,Saint-Pierre,-21.3393,55.4781,64.08,77,100,13.8,RE,2022-06-28 23:58:27
559,Port Hedland,-20.3167,118.5667,64.45,36,0,11.5,AU,2022-06-28 23:58:04
560,Kawalu,-7.3817,108.2082,71.04,87,97,1.28,ID,2022-06-28 23:59:28
561,Sennoy,52.1509,46.9631,50.43,80,9,4.41,RU,2022-06-28 23:59:28
562,Trat,12.5,102.5,83.88,89,89,1.05,TH,2022-06-28 23:59:29
